Country_A,Country_B,Conflict_Type,Year,Duration_Days,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement,Total Deaths,Total GDP,Conflict_Intensity
Israel,Japan,Cold Conflict,2017,1448,169.89,31.2,689.5,Forest,510.3,1312.5,Regional,NATO,Conventional,3985,135,No,12.77,Yes,Victory_A,75.492,-18.919,Tropical,,No,210642,30407.5,145.4709945
Japan,Japan,Cold Conflict,1985,273,214.13,7.5,314.8,Mountain,37.5,807.4,Regional,NATO,Mixed,491,87,No,19.97,Yes,Victory_B,-61.432,-59.468,Polar,Land,Yes,73663,38789.8,269.8278388
Israel,USA,Skirmish,2001,1960,201.9,12.7,81.7,Forest,248.4,816.1,,,Mixed,4679,13,Yes,18.11,No,Victory_B,-59.352,-106.752,Temperate,Land,Yes,167748,32936.4,85.58571429
Turkey,Australia,War,2002,1671,356.36,4.8,877.1,Plains,155.4,1204,NATO,Regional,Cyber,4153,188,Yes,7.86,No,Victory_B,-55.896,48.025,Temperate,,No,235674,28570.3,141.037702
Israel,Russia,Proxy War,1999,1849,458.91,19.8,1187.3,Forest,1121.6,489.8,,,Mixed,1482,34,No,0.79,Yes,Stalemate,-13.794,-59.876,Polar,Oil,Yes,99779,16072.5,53.9637642
USA,India,Cold Conflict,1990,520,333.41,34.8,1656.2,Mountain,485.2,71.1,Regional,NATO,Nuclear,1949,143,Yes,0.1,Yes,Stalemate,67.36,112.651,Temperate,,Yes,114830,38386.2,220.8269231
Japan,Iran,Cold Conflict,1967,1152,235.84,-8.9,878.2,Mountain,111.3,1050,NATO,,Cyber,2443,70,Yes,12.88,No,Victory_A,68.665,168.647,Tropical,Land,No,113065,23734.9,98.14670139
France,France,Proxy War,1971,1397,389.62,30.5,2952.2,Urban,372.4,357.2,Regional,NATO,Cyber,3133,162,No,18.32,No,Victory_A,16.306,-98.233,Tropical,Water,No,146941,34832.4,105.1832498
Japan,Canada,War,2015,568,320.52,-9.8,875.2,Plains,956.2,664.5,Regional,Regional,Conventional,3517,7,Yes,8.88,No,Stalemate,28.466,-133.679,Polar,,No,209297,26061.1,368.4806338
Brazil,India,Skirmish,1970,638,30.4,6.4,1322.9,Urban,1044.1,337.4,NATO,Regional,Mixed,2134,187,Yes,17.49,No,Victory_A,71.597,-66.414,Temperate,Land,Yes,220017,10601.1,344.854232
USA,China,Cold Conflict,1993,159,47.92,-2.4,309.8,Desert,168.7,1158.1,Regional,NATO,Conventional,1861,11,Yes,11.33,Yes,Victory_A,22.359,-11.84,Arid,Water,No,226715,29726.6,1425.880503
Ukraine,France,Skirmish,1996,1595,19.05,24.1,781.9,Mountain,1090.2,1341.7,NATO,NATO,Cyber,610,176,Yes,1.96,Yes,Victory_B,-48.636,-71.652,Polar,Land,Yes,84234,43953.9,52.81128527
Brazil,Germany,Civil War,1988,1594,228.46,-7.7,145,Urban,519.4,78,NATO,,Conventional,1147,109,No,15.97,No,Stalemate,36.885,169.368,Tropical,Oil,No,48482,21715,30.4153074
Brazil,Russia,War,1978,652,412.94,14.9,1678.5,Mountain,951.5,327.5,NATO,,Nuclear,4741,79,Yes,9.85,Yes,Victory_B,48.58,100.513,Polar,Land,Yes,69017,27379.6,105.8542945
Turkey,Germany,Civil War,2003,176,156.61,3.3,2253.2,Mountain,940.4,266.2,Regional,,Nuclear,2330,114,No,1.02,Yes,Victory_A,24.362,167.811,Polar,,No,143490,34240,815.2840909
Australia,Australia,Civil War,1966,1951,192.14,-4,587.1,Desert,1111.2,942.8,,Regional,Cyber,2561,67,No,16.29,Yes,Stalemate,-40.757,-45.634,Tropical,Water,Yes,185796,29192.4,95.23116351
Russia,Turkey,Civil War,2009,620,454.75,24.7,1103.7,Mountain,976.4,600.7,Regional,Regional,Nuclear,828,162,No,15.15,No,Victory_B,-18.015,-70.317,Arid,,Yes,139027,7338.1,224.2370968
USA,Germany,War,1980,211,418.47,-0.2,49.8,Urban,55.4,639.3,Regional,Regional,Mixed,1695,44,Yes,9.15,No,Stalemate,-5.293,-33.349,Polar,,Yes,249319,5533.9,1181.606635
Brazil,Ukraine,War,2022,447,332.56,0.1,2518.6,Plains,727.8,220.8,NATO,,Cyber,2204,40,No,0.39,No,Victory_A,-63.846,8.22,Arid,Oil,Yes,136002,13397.4,304.2550336
Russia,UK,Proxy War,1998,586,133.48,2.4,2339.9,Forest,233.5,581.2,,NATO,Mixed,2273,60,No,6.94,Yes,Victory_A,-8.6,86.96,Arid,Land,Yes,105418,43929.2,179.894198
Russia,India,Skirmish,1951,167,58.61,16.4,189.8,Urban,1358,425.2,NATO,NATO,Nuclear,2880,75,Yes,8.7,No,Victory_A,-60.984,137.197,Tropical,Oil,No,75151,32750.7,450.005988
USA,Canada,Skirmish,1997,460,8.13,19.7,1094.6,Desert,358.9,856.1,Regional,,Conventional,3465,142,No,3.31,No,Stalemate,-0.099,-13.255,Polar,Land,Yes,104779,25748.2,227.7804348
Australia,Ukraine,Proxy War,1963,916,53.59,-9.2,2865.9,Forest,588.7,304.9,,,Mixed,265,98,Yes,3.22,Yes,Stalemate,-80.854,-75.896,Polar,Oil,No,89394,4545.3,97.59170306
UK,Turkey,Proxy War,2008,1381,146.37,0.9,1176.1,Mountain,276.2,861.1,NATO,NATO,Mixed,1289,66,Yes,3.34,No,Victory_B,80.736,-65.215,Arid,Land,Yes,226773,17544,164.2092686
Canada,USA,Civil War,2007,1328,275.94,9.4,1578.6,Urban,189.3,529.5,Regional,NATO,Nuclear,3620,186,No,7.41,Yes,Stalemate,-45.658,70.901,Polar,Water,No,259094,16995.4,195.1009036
France,Canada,Proxy War,2007,1257,32.09,4.9,1065.7,Forest,841.7,485.5,Regional,Regional,Mixed,3391,1,Yes,16.35,Yes,Victory_B,-5.937,24.321,Arid,,Yes,223822,21415,178.0604614
Canada,Germany,Cold Conflict,2000,1351,68.2,29.8,1788.4,Urban,691,428.5,,,Mixed,472,121,No,15.19,No,Victory_B,-84.105,-4.862,Tropical,Land,Yes,72313,21282.2,53.52553664
Japan,China,Skirmish,1951,1908,90.62,25.4,2934.5,Mountain,525.1,943.7,Regional,Regional,Conventional,2575,133,Yes,0.2,No,Victory_B,-55.31,-107.001,Tropical,Water,No,181873,15757.7,95.32127883
Ukraine,Israel,Proxy War,1990,1206,316.03,18.2,2992.5,Urban,120.5,787.8,Regional,Regional,Cyber,1896,184,No,0.19,No,Stalemate,34.784,135.164,Tropical,Land,Yes,151565,18529.1,125.6757877
France,Russia,Cold Conflict,1965,1658,307.93,5.2,2324.1,Desert,1030.6,1192.6,Regional,NATO,Nuclear,3154,15,No,1.55,Yes,Stalemate,-69.876,101.167,Arid,Land,Yes,60535,37871.2,36.51085645
Japan,Iran,Cold Conflict,1953,1358,275.43,21.5,1212.9,Forest,9.2,339,Regional,,Conventional,889,22,Yes,9.33,Yes,Stalemate,23.067,-129.37,Polar,,Yes,188304,24039,138.6627393
Brazil,Brazil,Cold Conflict,1961,1739,125.33,28,1483.3,Forest,641.3,57.1,,NATO,Conventional,3499,94,No,17.78,No,Victory_B,-89.628,-47.74,Polar,,No,158254,24829.3,91.00287522
Ukraine,Canada,Cold Conflict,1978,1991,185.62,16.8,1070.2,Forest,886,255.7,Regional,Regional,Cyber,1611,113,No,3.65,No,Victory_A,-6.298,15.168,Temperate,Water,Yes,160791,14435.6,80.75891512
China,Iran,Civil War,1956,1053,48.44,25.3,2956.7,Urban,603.6,481.4,Regional,,Cyber,4476,40,Yes,9.54,No,Victory_B,39.842,-16.438,Temperate,,No,120664,24170.5,114.5906933
USA,Iran,Cold Conflict,1963,714,113.31,23.7,2123.3,Mountain,177.6,252.3,Regional,Regional,Nuclear,185,157,Yes,0.81,Yes,Victory_B,76.733,-36.793,Tropical,,Yes,20769,24735.6,29.08823529
France,Germany,Civil War,1961,1117,448.86,15.7,1346.8,Urban,1089.8,117.8,,Regional,Nuclear,4005,194,Yes,0.41,Yes,Victory_B,-1.289,78.779,Polar,Water,Yes,127798,34869.5,114.4118174
France,Russia,Civil War,1954,841,489.85,4,36.3,Urban,454.2,624,,NATO,Nuclear,3333,118,No,0.15,Yes,Stalemate,61.296,-160.379,Arid,,Yes,124112,29451.4,147.5766944
Iran,France,Cold Conflict,1981,868,323.87,23.6,1561.5,Forest,189.5,948,NATO,,Conventional,2226,121,Yes,14.73,Yes,Victory_B,54.466,-10.292,Arid,Water,Yes,78365,32870.1,90.28225806
Brazil,India,Skirmish,2023,688,458.42,-0.7,2951.8,Mountain,770.8,1052.4,,,Mixed,3213,54,No,0.48,Yes,Victory_B,-36.761,-85.615,Arid,Water,Yes,84076,18475.8,122.2034884
UK,Iran,Cold Conflict,1992,330,321.41,25.1,1569.2,Plains,27.8,558.8,Regional,,Cyber,4015,131,Yes,5.48,Yes,Victory_B,67.452,-149.537,Polar,,Yes,158780,47290.4,481.1515152
Russia,Japan,Cold Conflict,2018,1747,16.69,26.2,547.3,Mountain,454.4,669.8,,,Nuclear,1291,109,No,12.9,No,Victory_A,25.251,-12.641,Polar,Land,No,109295,44551,62.56153406
Ukraine,Turkey,Cold Conflict,1994,1208,498.38,27,66.3,Urban,1051.1,1057.9,,Regional,Nuclear,2673,99,Yes,12.37,No,Stalemate,-71.247,-118.307,Tropical,,No,138685,39164.6,114.8054636
Brazil,UK,Skirmish,1958,95,49.57,11.3,1064.1,Desert,1277.9,494.4,,NATO,Conventional,2517,27,No,1.1,No,Victory_B,79.04,-87.039,Temperate,,No,145243,29068.4,1528.873684
Germany,Russia,War,1998,785,341.35,-1.3,2754.7,Mountain,828.8,1098.9,Regional,,Nuclear,3763,177,Yes,5.13,Yes,Victory_B,-58.198,2.523,Polar,Land,Yes,184652,26811.4,235.2254777
Australia,China,War,1982,649,126.49,-5.5,2989.7,Forest,305.4,1354.4,NATO,Regional,Conventional,3048,27,Yes,12.79,Yes,Victory_A,-5.335,170.535,Arid,,No,237491,20295,365.9337442
Russia,Australia,Civil War,1967,1773,196.05,23.5,2836.1,Desert,308.8,1232.8,NATO,NATO,Mixed,2154,122,Yes,7.84,No,Stalemate,-6.054,66.332,Polar,,Yes,159001,38881.8,89.67907501
USA,China,Civil War,1958,353,323,29.9,2188.3,Plains,845.8,635.6,NATO,NATO,Conventional,3102,180,Yes,9.32,Yes,Victory_B,22.543,-79.336,Temperate,Land,No,89255,31382.4,252.8470255
Russia,Russia,Skirmish,2011,930,218.3,19.3,1674.4,Plains,570.1,811.7,NATO,NATO,Cyber,3618,194,Yes,4.14,Yes,Stalemate,29.692,-42.334,Temperate,Water,No,231998,15142.2,249.4602151
UK,China,Proxy War,2006,941,125.35,-3.5,1772.1,Desert,249,1003.3,,,Conventional,3843,25,Yes,0.76,Yes,Victory_B,-48.077,-33.792,Arid,Land,No,124388,31775.8,132.1870351
Turkey,Iran,War,1978,984,167.29,32.1,1617,Plains,1102.6,489.7,NATO,Regional,Mixed,520,166,No,6.9,No,Victory_B,-26.56,-124.69,Tropical,Land,Yes,166696,23102.4,169.4065041
Iran,India,Civil War,1974,1289,170.84,34.5,2121.1,Desert,281.1,1119.1,,NATO,Mixed,1644,12,Yes,13.66,No,Stalemate,-63.974,-122.164,Temperate,Oil,Yes,61873,19988.6,48.0007758
Russia,China,War,1964,1671,479.67,9.5,1256.6,Urban,451,612.2,,NATO,Cyber,654,70,Yes,15.33,No,Victory_A,-67.317,-126.578,Temperate,Oil,Yes,245820,11141.8,147.1095153
USA,Canada,Skirmish,1955,1680,399.33,16.8,2007.6,Desert,86.9,1185.7,NATO,NATO,Conventional,41,53,Yes,11.85,Yes,Victory_B,58.512,7.799,Temperate,Water,Yes,89341,21236.7,53.17916667
UK,Japan,Skirmish,1991,1043,229.33,25,364.8,Urban,982.2,357.4,Regional,Regional,Cyber,2911,12,Yes,7.86,No,Stalemate,45.13,62.707,Temperate,,No,196147,31811.3,188.0604027
Canada,China,Proxy War,1978,1767,99.99,23.1,797.1,Forest,386.1,16.9,NATO,Regional,Mixed,3784,119,No,11.66,Yes,Victory_B,-10.317,32.659,Temperate,Water,No,181463,13998.8,102.6955291
France,Japan,Proxy War,1953,646,405.53,33.6,2508,Forest,326.8,886.1,NATO,,Conventional,3951,58,Yes,14.1,No,Victory_B,-72.736,171.996,Polar,,Yes,194449,36008.8,301.004644
Turkey,Israel,Skirmish,2006,626,78.68,-4.8,2711.2,Plains,425.4,633.2,,,Nuclear,1823,3,No,15.11,No,Victory_A,-9.014,-134.685,Arid,Oil,No,230315,32071.4,367.9153355
Iran,Germany,Civil War,1998,1523,105.31,16.1,1617,Desert,1223.9,84.7,,Regional,Mixed,4943,79,No,1.89,No,Victory_A,-36.998,175.131,Polar,Land,Yes,83821,29781.4,55.03676953
France,USA,War,1993,139,183.07,21.1,94.9,Urban,725.7,683.2,NATO,,Mixed,2308,184,Yes,16.06,Yes,Stalemate,50.025,-11.997,Tropical,Land,Yes,168305,36400.6,1210.827338
Australia,India,Cold Conflict,2024,1661,440.19,30.1,2780.9,Forest,221.9,236.8,NATO,Regional,Cyber,1513,59,No,1.27,Yes,Victory_B,-72.605,-101.292,Temperate,Water,No,156502,41114.9,94.22155328
Japan,Turkey,Proxy War,1963,716,65.98,29.3,2106.2,Forest,1084.5,882,Regional,,Mixed,4766,46,No,17.41,Yes,Victory_B,-8.754,159.581,Tropical,Land,Yes,115953,31455.8,161.9455307
Turkey,Iran,Cold Conflict,1952,1597,61.2,34,1242.1,Forest,292.6,623.6,Regional,,Cyber,3736,76,Yes,7.84,Yes,Stalemate,16.45,-11.299,Tropical,Land,No,37617,5941.1,23.55479023
Turkey,USA,Civil War,2011,762,247.04,13,1795.1,Plains,578.1,240.4,Regional,Regional,Conventional,1280,4,Yes,10.94,Yes,Victory_B,87.431,-54.955,Arid,Oil,Yes,35390,13075.5,46.44356955
Canada,Iran,Proxy War,2013,1834,138.28,27.4,1289.3,Forest,795.7,577.3,,NATO,Nuclear,4924,35,No,5.8,Yes,Victory_B,-73.871,-103.028,Polar,Oil,Yes,96936,10548.5,52.85496183
Canada,Germany,Cold Conflict,1994,1549,284.41,9.2,1396,Mountain,818.6,326.6,Regional,NATO,Nuclear,3138,18,No,8.53,No,Stalemate,-69.487,-83.565,Tropical,Water,Yes,208689,34157.5,134.7249839
Ukraine,Iran,Civil War,2007,1932,225.87,9,2660.4,Plains,97.6,914.7,,,Cyber,219,29,No,16.9,Yes,Victory_A,87.849,172.519,Tropical,,Yes,222248,12811.2,115.0351967
Israel,Israel,War,1969,255,217.54,1.4,483.3,Desert,1171.7,413.9,,NATO,Nuclear,3394,110,No,5.91,No,Victory_B,-16.987,-70.57,Tropical,Water,Yes,218125,37468.6,855.3921569
Russia,India,Civil War,2007,1109,56.08,26.8,311,Mountain,671.7,1151,NATO,NATO,Nuclear,4009,40,No,11.28,No,Victory_A,43.869,172.01,Tropical,Oil,Yes,143758,24129.2,129.6284941
Turkey,Russia,Proxy War,2006,1482,70.61,34.4,8.2,Plains,1385,20.8,Regional,,Mixed,4959,175,Yes,12.94,No,Victory_A,51.026,-61.123,Temperate,Land,No,185982,36409.9,125.4939271
France,Russia,Skirmish,2017,1556,410.56,1.5,942,Plains,1004.7,565.4,NATO,NATO,Mixed,3807,27,Yes,2.93,No,Victory_A,-33.379,-96.689,Arid,,No,178438,15694.4,114.6773779
USA,Japan,War,2001,1586,442.95,-7.5,442.2,Urban,1389.6,864.3,NATO,Regional,Conventional,2032,30,Yes,15.56,No,Stalemate,-51.426,-113.989,Arid,Oil,Yes,150612,19653.4,94.96343001
India,Germany,Cold Conflict,1986,676,117.42,26.7,660,Mountain,635.4,32.6,,Regional,Mixed,1629,184,No,19.98,Yes,Stalemate,-40.304,-31.732,Arid,Oil,No,252365,2432.1,373.3210059
Israel,Japan,Proxy War,1957,92,56.82,17.9,33.7,Mountain,198,303,Regional,NATO,Mixed,3249,170,No,3.1,Yes,Stalemate,47.591,-94.75,Tropical,,Yes,122415,24448.9,1330.597826
India,Israel,Skirmish,1993,1624,26.8,33.2,681.6,Mountain,1018.5,459.1,NATO,Regional,Mixed,460,192,No,15.36,No,Victory_A,61.286,70.898,Tropical,,Yes,186995,6049,115.1447044
Iran,UK,Civil War,1954,1093,304.19,1.4,998.1,Forest,1089.1,31.6,,Regional,Mixed,289,136,No,2.94,Yes,Victory_A,35.911,-93.682,Temperate,Water,Yes,162429,23117.2,148.6084172
UK,China,Skirmish,2018,37,357.71,-6.8,94.7,Forest,1194.1,765.8,NATO,NATO,Nuclear,1135,11,Yes,19.01,Yes,Victory_A,-10.579,120.743,Tropical,,No,41640,18787.5,1125.405405
France,Brazil,Proxy War,1980,1789,186.47,12.2,1823.7,Desert,422.7,883.6,Regional,Regional,Nuclear,2513,139,Yes,8.22,Yes,Victory_B,-42.739,120.244,Polar,,No,160268,23670.5,89.58524315
France,UK,Proxy War,1994,1788,339.87,-6.2,1706.4,Desert,715.4,319.3,,,Nuclear,223,41,No,19.6,No,Victory_A,-13.455,-77.211,Polar,Land,Yes,75271,10811.5,42.09787472
Israel,China,Skirmish,1958,140,356.51,1.8,291.1,Desert,1200.7,761.3,Regional,,Mixed,2445,180,Yes,1.36,Yes,Victory_B,74.615,91.274,Tropical,Water,Yes,183139,28410,1308.135714
Turkey,India,Civil War,1981,867,467.68,-4.3,1785,Forest,1210.8,1398.8,NATO,,Nuclear,453,89,Yes,15.82,No,Victory_A,65.375,128.717,Polar,,No,49156,38464,56.69665513
Australia,Japan,Skirmish,1982,1917,32.53,0.1,2996,Urban,36.9,1241.8,,NATO,Conventional,4458,184,No,9.47,No,Victory_B,-31.792,32.448,Polar,Water,No,185401,44230.4,96.71413667
Israel,Turkey,Proxy War,2016,680,96.23,-5.2,2833.4,Desert,939.6,83.1,NATO,Regional,Conventional,2046,15,No,5.79,No,Victory_B,-30.971,-48.12,Arid,,No,27858,23809.4,40.96764706
India,India,Proxy War,1979,1590,34.36,32.9,8,Plains,842.8,179.9,NATO,NATO,Mixed,2722,98,No,14.96,Yes,Stalemate,50.395,-21.252,Tropical,Oil,No,236476,39928.1,148.727044
Israel,Israel,Cold Conflict,1978,1922,434.01,2.5,2386.1,Forest,117.6,692.7,Regional,NATO,Nuclear,4098,177,Yes,12.71,No,Stalemate,-13.217,103.042,Arid,Oil,Yes,112948,17673.4,58.76586889
France,Ukraine,Cold Conflict,1952,1202,396.31,10,1060.8,Urban,1302.3,344,,Regional,Conventional,4688,131,Yes,18.06,Yes,Victory_A,13.09,-74.406,Polar,Water,No,103840,17217.2,86.38935108
Australia,Ukraine,War,2006,1833,287.36,30.4,191,Plains,624.1,114.3,NATO,Regional,Cyber,3875,114,No,4.98,Yes,Stalemate,-13.983,-59.594,Arid,Oil,No,32134,26258.8,17.53082379
Russia,Ukraine,Proxy War,1979,1837,41.92,20.5,887.9,Plains,944.3,357.1,Regional,Regional,Mixed,690,12,Yes,18.79,No,Victory_B,-46.379,-122.118,Polar,Oil,Yes,199248,38251.2,108.4637997
Germany,Israel,Cold Conflict,1958,1895,136.73,17.8,965.2,Forest,1236,86.6,Regional,NATO,Conventional,848,59,No,12.84,No,Stalemate,-56.006,-36.341,Arid,,Yes,60538,13064.5,31.94617414
Ukraine,Turkey,Skirmish,1975,1642,148.93,21.8,1569.7,Mountain,183,742.3,,NATO,Conventional,3386,27,Yes,9.01,No,Stalemate,-64.882,-148.855,Tropical,Land,No,183036,16776,111.4713764
China,Iran,Civil War,1951,137,280.42,27.3,1983.3,Urban,1198.3,686.9,NATO,,Conventional,4701,108,Yes,1.06,No,Victory_B,-87.944,-64.428,Polar,,Yes,174173,17531.9,1271.335766
Canada,India,Skirmish,2011,190,129.1,29.5,2247.2,Forest,1014.3,9.9,,NATO,Cyber,4824,139,Yes,15.3,Yes,Victory_A,-39.489,-45.547,Tropical,Land,Yes,179191,27111.4,943.1105263
Israel,China,Civil War,1952,1664,36.57,18.9,737.7,Mountain,1175.6,676,,Regional,Cyber,2468,151,No,17.17,No,Victory_A,-59.146,-88.028,Temperate,Water,Yes,125137,34862.6,75.20252404
Iran,Israel,Cold Conflict,1995,342,365.41,30.1,965.3,Forest,693.3,728.2,NATO,NATO,Cyber,1428,91,No,16.19,Yes,Victory_B,-43.569,-143.511,Polar,Land,No,220551,13274.9,644.8859649
Japan,Ukraine,War,2017,1583,149.61,14.1,925.1,Forest,47.8,848.4,,,Conventional,2315,128,No,14.71,No,Stalemate,-76.355,7.8,Arid,Water,Yes,104087,27909.4,65.75300063
UK,Turkey,Skirmish,1974,1029,226.24,2.5,1088.2,Plains,939.1,1358.2,,Regional,Cyber,3925,161,Yes,19.39,No,Victory_A,-28.519,131.429,Temperate,Land,Yes,83401,32066.6,81.0505345
Germany,Germany,Skirmish,2000,972,63.92,29.6,2999,Forest,525,1375.8,,,Mixed,2615,130,No,16.98,Yes,Victory_B,3.593,-59.168,Tropical,Oil,Yes,224846,28551,231.3230453
Ukraine,Israel,Skirmish,1962,1281,401.29,14.4,2333.8,Mountain,564,738.2,Regional,NATO,Cyber,738,21,Yes,18.56,Yes,Victory_A,80.023,-94.751,Tropical,Oil,Yes,204943,28282.8,159.9867291
Ukraine,Australia,Civil War,1993,1836,282.81,30.8,2925,Plains,618.3,1183.4,NATO,NATO,Mixed,4751,84,Yes,14.61,Yes,Victory_B,-27.527,-77.386,Tropical,Water,No,78194,28394.8,42.58932462
Ukraine,Iran,Cold Conflict,1984,662,450.8,-8.2,2079.3,Mountain,690.6,120.1,,,Conventional,2218,26,No,16.4,Yes,Stalemate,-84.416,130.279,Temperate,Land,No,113035,9955.3,170.7477341
Ukraine,China,Skirmish,2004,1830,247.79,7.9,1218.8,Mountain,927,744.1,Regional,,Nuclear,2352,148,Yes,5.78,No,Victory_A,-24.774,10.011,Polar,Oil,No,214504,7908.3,117.2153005
India,Ukraine,Skirmish,1958,243,470.72,32.7,1169.2,Plains,1017.8,950.8,Regional,Regional,Mixed,3239,140,Yes,13.38,No,Victory_B,57.1,-132.915,Polar,Water,No,122925,19766.8,505.8641975
Iran,France,War,1951,1811,445.94,1.2,1465.7,Mountain,1087.8,791.1,,Regional,Mixed,874,43,Yes,4.11,No,Victory_A,-28.773,75.32,Tropical,Land,No,28973,33909.9,15.99834346
Iran,Russia,War,2010,1744,288.27,32.4,1250.6,Desert,940.6,323.8,NATO,,Mixed,334,79,Yes,1.39,Yes,Stalemate,-37.488,-124.427,Tropical,Oil,No,160135,30362.6,91.82052752
Australia,Turkey,Cold Conflict,1990,415,466.95,32.9,2485,Forest,1125.1,88.7,Regional,Regional,Conventional,1178,109,Yes,11.59,No,Victory_A,75.419,-158.312,Tropical,,Yes,186836,22465.9,450.2072289
Canada,Russia,Cold Conflict,1993,1651,161.61,29.7,1395,Plains,171.9,542,,,Mixed,629,23,No,15.66,Yes,Victory_B,-36.499,-87.953,Temperate,Land,No,101528,14576.9,61.49485161
France,UK,Proxy War,2013,707,182.88,15.4,886.8,Plains,1171.7,907.1,NATO,,Conventional,80,173,No,1.66,Yes,Stalemate,84.647,-119.488,Temperate,Water,No,198346,36242.3,280.5459689
Ukraine,Russia,War,1980,343,22.83,19.1,2324.6,Desert,542.8,1388.4,NATO,NATO,Mixed,909,16,No,3.63,No,Victory_B,59.874,37.799,Tropical,,Yes,158191,29348.4,461.1982507
Japan,China,Proxy War,1996,682,294.64,29.1,2563.3,Desert,740.8,331.9,,,Conventional,449,4,Yes,1.86,Yes,Stalemate,33.165,-5.556,Arid,,No,157200,17590.4,230.4985337
France,Canada,Civil War,1951,1403,360.99,24.9,1261.3,Desert,607.9,1285,Regional,Regional,Nuclear,3070,37,No,12.68,Yes,Victory_A,17.699,80.663,Polar,Water,Yes,166208,38560.9,118.466144
Iran,Japan,Proxy War,2018,1618,386.78,18.4,2003.4,Desert,666.5,96.5,NATO,,Conventional,2970,58,Yes,1.59,Yes,Stalemate,-49.539,4.166,Temperate,,Yes,179744,6492.3,111.0902349
USA,China,Skirmish,2007,1690,74.99,34.2,176.4,Urban,400.3,1303.5,NATO,NATO,Conventional,4078,154,Yes,1.87,Yes,Stalemate,41.472,-29.158,Polar,Water,No,245407,29078.1,145.2112426
USA,Iran,Proxy War,1993,653,222.14,20.9,1588.4,Plains,238.8,1165.5,NATO,Regional,Nuclear,1979,181,Yes,5.28,Yes,Stalemate,-27.515,9.439,Temperate,Oil,No,169556,27805.2,259.6569678
Japan,Australia,Cold Conflict,2023,1850,88.51,33.9,134.9,Mountain,147.7,30.3,NATO,,Conventional,4775,104,Yes,5.4,Yes,Stalemate,-2.584,-23.585,Arid,Water,Yes,194136,46089.9,104.9383784
Australia,China,Civil War,2005,146,331.1,-7.4,87.6,Plains,632.5,418.2,Regional,NATO,Conventional,3395,95,No,11.15,No,Victory_B,-71.268,-166.649,Temperate,,Yes,163822,27657.1,1122.068493
Iran,Israel,Skirmish,1992,323,79.06,-3.7,1838.8,Plains,176.2,72.3,Regional,Regional,Mixed,729,89,Yes,0.64,Yes,Stalemate,-36.692,65.052,Polar,,Yes,36588,42247.4,113.2755418
Japan,Turkey,Proxy War,1983,122,452.09,10.3,910,Plains,343.7,1393.7,,NATO,Conventional,3299,70,No,12.31,No,Victory_B,5.242,166.367,Arid,Land,Yes,245543,24441.1,2012.647541
India,Brazil,Civil War,1979,1276,115.39,7.3,2227.6,Desert,187.9,599.6,,NATO,Mixed,3011,99,No,8.23,Yes,Victory_B,-5.753,-28.068,Arid,,Yes,83905,30998,65.75626959
Israel,Turkey,Civil War,2020,1879,145.77,25.2,2688.2,Desert,153.7,927.4,Regional,Regional,Nuclear,3020,54,No,3.57,No,Victory_A,-28.168,-27.456,Arid,Oil,Yes,138053,14468.5,73.47152741
Japan,Japan,Skirmish,2019,1923,425.47,-2.8,418.2,Urban,1235.6,328.6,,NATO,Conventional,1013,70,No,13.07,No,Victory_A,-5.053,-163.523,Arid,Water,Yes,161548,39924.5,84.00832033
Russia,France,Proxy War,2004,311,229.29,33.9,2173.6,Plains,944,1307.3,NATO,NATO,Nuclear,4775,170,Yes,6.59,No,Stalemate,44.087,140.536,Polar,Water,No,207423,40720.6,666.9549839
France,Russia,Civil War,2016,601,12.1,4.2,1543.6,Forest,1293.3,384.6,Regional,NATO,Nuclear,1320,90,Yes,16.55,Yes,Stalemate,-7.321,154.484,Arid,,Yes,171203,27879.2,284.8635607
Germany,Japan,Civil War,1962,475,247.34,9.3,336.4,Urban,902,365,NATO,Regional,Cyber,3264,165,Yes,19.79,No,Victory_A,1.108,112.73,Polar,Oil,No,74794,31951.4,157.4610526
Brazil,Russia,War,1952,570,42.36,2.4,1954.8,Desert,1181.7,441.1,Regional,NATO,Conventional,4608,111,Yes,15.58,No,Victory_A,36.206,-141.716,Temperate,Water,No,104633,26590.6,183.5666667
Australia,UK,Civil War,1975,1516,492.67,16.1,1828.4,Plains,777.9,648,Regional,,Conventional,4682,87,No,14.86,No,Victory_B,61.491,144.081,Polar,Land,No,225051,27721,148.4505277
Japan,Japan,War,2006,575,294.1,-7.4,1546.9,Desert,648.2,26.9,,NATO,Mixed,4943,60,Yes,7.1,No,Stalemate,4.835,-171.376,Tropical,Oil,Yes,132147,22410,229.8208696
Iran,Ukraine,Proxy War,1973,347,128.34,-3.3,2779.4,Mountain,740.3,837.4,Regional,,Mixed,2908,172,Yes,10.69,No,Victory_A,80.672,-19.953,Arid,Land,No,76493,36009.3,220.4409222
